,client_id,pit,recent_successful_repayments,future_bad_probability,available_credit,balance,sum_failed_repayments ,max_failed_repayments,credit_score,external score,credit_inquiries_count,credit_open_balance,years_on_file,max_successful_repayments,missing_report,client_industry_unknown,tag_in_six_months
972,42383,11/2/16,4.8525726360000005,0.46228181799999996,2702.082931,12394.49753,1323.190841,256.34910279999997,646.0,935.0,25.0,34260.0,between 2.5 and 3 years,,0,0,bad
973,16031,12/3/16,8465.808354,0.462213739,-242.3679983,9850.029171,444.0370488,446.0750428,673.0,975.5,4.0,29897.0,,,0,0,bad
975,11326,1/11/17,10414.37205,0.461657716,9915.986685,-5.500449132999999,0.0,0.0,632.0,914.0,4.0,349.0,,,0,0,good
977,38777,3/7/17,5744.784718999999,0.461055636,4022.022012,5794.942338,2584.754567,442.9907013,605.0,873.5,5.0,243591.0,,,0,0,bad
980,15814,24/09/2017,2993.106405,0.460630981,12716.63739,1661.388839,0.0,0.0,766.0,1115.0,4.0,13690.0,between 1.5 and 2 years,18.0,0,0,good
983,24298,9/7/16,10642.45103,0.45959369200000005,1413.461136,18511.69654,1075.3058640000002,620.1395709,611.0,882.5,68.0,23067.0,between 3 and 5 years,,0,0,bad
984,955,22/04/2017,17513.50255,0.45953153399999996,9614.968825,16608.9105,979.2677139,671.3470707,651.0,942.5,34.0,348183.0,between 10 and 12 years,-1.0,0,0,bad
986,5452,6/7/17,16033.72987,0.459384643,7296.801808,12785.72413,0.0,0.0,636.0,920.0,21.0,59957.0,between 1.5 and 2 years,22.0,0,0,good
987,4987,3/7/17,50861.042610000004,0.458838481,2220.062661,68277.79901,4148.996432,633.0188959,733.0,1065.5,11.0,541324.0,between 8 and 10 years,,0,0,bad
988,11055,21/01/2017,9433.171234,0.458757071,5749.773636999999,9048.287884000001,0.0,0.0,659.0,954.5,12.0,300927.0,,,0,0,good
989,42456,8/6/16,,0.458727183,-1830.7996899999998,13830.37124,,,623.0,900.5,8.0,40729.0,between 2 and 2.5 years,,0,0,bad
991,13525,25/12/2016,19056.72463,0.458615152,2193.959351,17874.012759999998,0.0,0.0,671.0,972.5,13.0,448016.0,between 3 and 5 years,,0,1,bad
993,18946,11/6/16,2721.291878,0.458329169,7243.939740000001,2208.9038809999997,0.0,0.0,,-34.0,,,between 25 and 30 years,,0,0,good
995,21344,10/9/16,14431.53089,0.458100919,2551.297466,17552.44995,733.9806756,394.0368288,656.0,950.0,32.0,58087.0,between 8 and 10 years,,0,0,bad
996,8818,31/01/2017,3818.6016950000003,0.457704884,-546.0842532,20456.33046,14038.14939,626.5692279,662.0,959.0,54.0,1977.0,between 2.5 and 3 years,,0,1,bad
997,14893,20/12/2016,12960.96257,0.457449375,11454.04823,8477.687752,0.0,0.0,,-34.0,,,between 1 and 1.5 years,,0,0,good
998,11335,29/01/2017,36375.655589999995,0.45724913100000003,4253.376531,68547.00809,0.0,0.0,699.0,1014.5,4.0,43107.0,between 12 and 14 years,,0,0,bad
1003,9542,20/05/2017,2844.850488,0.45639289299999997,2740.78062,7234.060782,1919.7096629999999,522.2280643,602.0,869.0,25.0,53872.0,between 3 and 5 years,0.0,0,1,bad
1005,30710,19/07/2017,35581.400539999995,0.45628260600000003,3189.4449280000003,46481.25429,1253.629421,1248.788164,727.0,1056.5,0.0,54873.0,less than 0.5 year,17.0,0,0,bad
1006,15212,30/07/2017,-31.25677896,0.455993925,19965.27573,34.10373253,0.0,0.0,688.0,998.0,12.0,260829.0,between 1.5 and 2 years,,0,0,good
1007,18814,9/11/17,15851.203819999999,0.455603145,3663.1872719999997,36431.411589999996,453.78740580000004,456.412453,630.0,911.0,14.0,783803.0,less than 0.5 year,0.0,0,0,good
1009,27583,18/09/2016,4530.263184,0.454877004,-134.970899,20237.0466,1666.779262,414.7122815,689.0,999.5,5.0,662134.0,between 14 and 17 years,,0,0,bad
1013,17007,8/8/17,14585.52046,0.45467533299999996,6019.517515,8893.101187999999,0.0,0.0,738.0,1073.0,2.0,40458.0,between 2 and 2.5 years,4.0,0,0,good
1014,5039,13/03/2017,17247.19071,0.454609327,46642.200789999995,13436.875869999998,0.0,0.0,650.0,941.0,7.0,275383.0,between 1 and 1.5 years,,0,0,good
1015,9265,20/02/2017,10010.21464,0.454439414,2682.521475,17612.8367,115.75123500000001,67.78926452,681.0,987.5,36.0,414605.0,,,0,0,bad
1017,15022,24/12/2016,3869.139017,0.454193735,7853.187457999999,1390.917185,0.0,0.0,,-34.0,,,between 3 and 5 years,,0,0,good
1018,21485,9/5/17,94.86193045,0.453638904,885.2496607999999,,0.0,0.0,655.0,948.5,6.0,64351.0,between 2.5 and 3 years,0.0,0,0,good
1019,8667,18/06/2017,29935.9203,0.45356578799999997,13494.985859999999,20507.20019,679.1921309999999,308.699775,581.0,837.5,3.0,1699223.0,between 6 and 8 years,1.0,0,0,good
1022,7718,2/12/17,3120.841937,0.45334965299999996,-1234.9513949999998,11226.42812,440.1195285,116.8953018,624.0,902.0,5.0,218709.0,between 3 and 5 years,,0,0,bad
1026,3874,25/03/2017,5104.981321,0.452741336,4544.804374,5269.019131,0.0,0.0,629.0,909.5,5.0,55586.0,,,0,0,bad
1027,24144,27/11/2016,5705.013632,0.452725661,351.97315580000003,4538.152258,153.4625623,121.5893332,603.0,870.5,29.0,473232.0,less than 0.5 year,,0,1,bad
1030,6140,22/02/2017,-52.67579599,0.45187537899999997,-228.08677450000002,20502.31687,16704.129969999998,1251.810542,685.0,993.5,32.0,5409.0,,,0,0,bad
1034,11676,29/04/2017,7847.551371,0.451690926,8822.861711,6250.045878,4679.211832,769.2866577000001,593.0,855.5,7.0,175266.0,between 3 and 5 years,2.0,0,0,bad
1035,8052,21/02/2017,3845.247583,0.45161098899999996,7194.328216,7943.82232,2415.94193,406.00512180000004,667.0,966.5,10.0,146289.0,between 25 and 30 years,,0,0,bad
1036,37,16/04/2017,11619.1817,0.45140499100000003,16135.71,2959.5939489999996,0.0,0.0,667.0,966.5,5.0,416015.0,between 3 and 5 years,24.0,0,0,good
1043,13373,26/06/2017,2125.830214,0.450362314,581.5382486000001,5453.929802000001,89.63695428,87.46529638,648.0,938.0,38.0,32128.0,between 1 and 1.5 years,0.0,0,0,bad
1047,7467,23/04/2017,-11.35274487,0.449382861,19978.26048,4972.770128,0.0,0.0,716.0,1040.0,12.0,636330.0,between 2.5 and 3 years,,0,0,good
1049,29363,7/8/17,-1.878785004,0.44931579,19974.45766,38.72650143,0.0,0.0,696.0,1010.0,8.0,545824.0,,0.0,0,0,good
1057,22108,28/09/2016,-81.94450883,0.44788475899999997,-1190.3813109999999,6122.412647,192.2455812,73.96106683,664.0,962.0,29.0,413243.0,between 3 and 5 years,,0,0,bad
1058,19845,28/08/2017,5925.203115,0.446868201,11031.10964,55.49640727,0.0,0.0,661.0,957.5,8.0,103784.0,,26.0,0,0,good
1059,1654,5/2/17,13145.94001,0.44669923100000003,6186.836232,13853.935790000001,665.110717,664.3514167999999,633.0,915.5,4.0,45738.0,between 2 and 2.5 years,16.0,0,0,good
1060,12846,2/8/17,13615.60325,0.446687554,19977.88395,68.93041176,0.0,0.0,623.0,900.5,10.0,514586.0,between 25 and 30 years,,0,0,good
1061,10912,7/5/17,7678.324101,0.446635116,15735.76254,4422.3929689999995,0.0,0.0,685.0,993.5,16.0,177977.0,between 3 and 5 years,17.0,0,0,good
1062,15084,12/10/16,4467.670785,0.445425224,-4104.86852,24003.82079,2554.794769,748.4677187000001,718.0,1043.0,10.0,94000.0,between 8 and 10 years,,0,0,bad
1063,5695,3/6/17,-21.36961662,0.445135158,-3901.9783909999996,18950.25782,660.0527333,663.2356285,696.0,1010.0,20.0,7623.0,between 5 and 6 years,,0,0,bad
1064,23550,9/3/16,1132.998482,0.444679881,-1256.7380660000001,6231.631907999999,244.13834690000002,226.1678324,621.0,897.5,29.0,24198.0,between 2 and 2.5 years,,0,0,bad
1066,18817,11/5/16,41.41000126,0.444545487,19911.74587,33.71145666,898.0233736,684.5820331,628.0,908.0,23.0,547257.0,between 3 and 5 years,,0,0,bad
1073,4027,14/03/2017,12457.74795,0.44354979,9129.253581,10017.62473,888.6288961000001,884.3150159,608.0,878.0,63.0,83743.0,between 20 and 25 years,,0,0,bad
1074,18676,22/08/2017,14680.393930000002,0.44310676600000004,17168.92156,17826.85211,0.0,0.0,633.0,915.5,10.0,532108.0,between 3 and 5 years,12.0,0,0,good
1075,11798,7/10/17,16201.72836,0.44309523799999995,7566.2160109999995,12409.85924,239.32665519999998,56.939452100000004,602.0,869.0,7.0,32949.0,,-2.0,0,0,good
1077,13164,9/10/17,9878.674464,0.442993507,9222.106051,6107.443503,0.0,0.0,721.0,1047.5,7.0,32187.0,less than 0.5 year,16.0,0,0,good
1078,1671,4/4/17,1518.9161589999999,0.44298701700000004,2332.812755,3683.665565,995.185492,279.396101,651.0,942.5,13.0,46211.0,between 6 and 8 years,0.0,0,0,bad
1081,13914,24/12/2016,12123.56163,0.442071504,21572.573940000002,-86.7859334,0.0,0.0,,-34.0,,,between 5 and 6 years,,0,0,good
1082,10074,2/5/17,39.01801739,0.44194273,2602.290058,17448.529590000002,610.7689439,349.8455234,629.0,909.5,46.0,19911.0,,,0,0,bad
1083,39526,8/10/16,4329.021963,0.44190065100000003,6689.979235,5346.076094,,,658.0,953.0,6.0,45672.0,between 8 and 10 years,,0,0,good
1084,24331,19/09/2017,1.790612145,0.441739241,39963.91704,4.562896653999999,0.0,0.0,667.0,966.5,15.0,869145.0,between 8 and 10 years,0.0,0,1,bad
1085,8182,25/07/2017,-11.50077187,0.44138255,-793.5344877,6738.769242,206.5042396,206.7356738,799.0,1164.5,1.0,15097.0,between 2 and 2.5 years,0.0,0,1,bad
1086,22523,21/09/2016,-6.388769551,0.441123827,19948.95997,14.3147413,0.0,0.0,801.0,1167.5,0.0,319233.0,between 5 and 6 years,,0,0,good
1087,10545,7/3/17,5266.30621,0.440883625,19139.26366,830.0930181,0.0,0.0,660.0,956.0,8.0,378842.0,,27.0,0,0,good
1090,9082,30/01/2017,27.06912893,0.44082792299999995,10008.5372,26.30668529,0.0,0.0,661.0,957.5,4.0,212557.0,less than 0.5 year,,0,0,good
1091,9618,7/3/17,10478.996070000001,0.44068015,18526.09376,26544.00763,3288.688921,1751.4722,663.0,960.5,20.0,32529.0,between 14 and 17 years,0.0,0,0,bad
1092,19997,30/08/2017,6597.8167140000005,0.440516442,4694.434509000001,7295.880306999999,2223.499898,581.0235048,627.0,906.5,13.0,72721.0,,2.0,0,0,bad
1093,4767,3/8/17,-3.7953925089999996,0.43999911,24981.520080000002,-25.62625793,0.0,0.0,792.0,1154.0,1.0,16107.0,between 3 and 5 years,,0,0,good
1094,21151,10/2/16,7114.716217,0.439723934,9956.521231,-11.17265824,0.0,0.0,573.0,825.5,19.0,326951.0,,,0,0,good
1095,10719,7/4/17,33443.82476,0.439711254,20980.5577,21614.88226,0.0,0.0,687.0,996.5,3.0,872789.0,between 3 and 5 years,15.0,0,0,good
1098,44248,15/08/2016,17690.432969999998,0.439521196,4929.352127,14240.75765,,,,-34.0,,,,,0,0,good
1101,21836,9/5/17,13733.93978,0.438727233,27122.697369999998,5455.630445000001,0.0,0.0,736.0,1070.0,4.0,194533.0,between 0.5 and 1 years,18.0,0,0,good
1102,12865,1/2/17,14526.855109999999,0.438453927,5145.405043,7679.439831000001,0.0,0.0,657.0,951.5,61.0,20229.0,between 0.5 and 1 years,,0,0,bad
1103,27146,18/10/2017,8850.686849,0.437162609,19534.27329,5532.981695,287.6847576,290.4083298,624.0,902.0,9.0,5435.0,,7.0,0,0,good
1104,27261,10/9/17,20889.51794,0.436989332,7848.027834999999,6893.696324,15003.121819999998,4995.79886,602.0,869.0,12.0,131189.0,,0.0,0,0,good
1105,15194,16/01/2017,13302.72706,0.43688853899999996,1279.532417,5678.179123,846.7490767999999,851.8161355000001,649.0,939.5,10.0,31810.0,between 20 and 25 years,,0,0,bad
1108,2668,4/1/17,12.01182498,0.436622269,20110.21438,63.45090509,0.0,0.0,655.0,948.5,5.0,108414.0,between 1.5 and 2 years,,0,0,good
1111,22322,21/09/2016,39561.02517,0.435618829,4171.2146920000005,18385.6913,0.0,0.0,,-34.0,,,,,0,0,good
1116,15017,26/07/2017,-32.12281763,0.43521903700000003,-1215.471775,7240.140134,962.1940546,357.2458242,639.0,924.5,7.0,33982.0,between 2.5 and 3 years,,0,0,bad
1118,19458,29/10/2016,130.92948049999998,0.435003949,-7028.501634,27286.55937,1983.183201,888.7574279999999,648.0,938.0,43.0,380271.0,between 8 and 10 years,,0,0,bad
1120,37961,27/08/2016,33149.417010000005,0.434721696,3163.059755,26976.085619999998,419.85302570000005,417.9587978,591.0,852.5,9.0,62368.0,between 1.5 and 2 years,,0,0,bad
1122,3010,29/03/2017,3360.705675,0.43456672799999996,14957.24995,108.6582201,0.0,0.0,651.0,942.5,3.0,34636.0,,,0,0,good
1126,18835,16/08/2017,12263.47811,0.433833003,13659.527080000002,12197.30092,0.0,0.0,739.0,1074.5,14.0,337807.0,between 1.5 and 2 years,28.0,0,0,good
1129,42193,31/08/2016,3267.286437,0.433240615,10090.708859999999,68.32458306,817.4774367,124.4035384,616.0,890.0,2.0,55893.0,,,0,0,bad
1130,3554,21/03/2017,26542.76664,0.433043281,6274.695114,37700.56538,0.0,0.0,598.0,863.0,5.0,162848.0,between 2 and 2.5 years,,0,0,good
1132,5734,3/1/17,20.69588614,0.432409011,-1682.314564,9666.786119,343.5945633,346.13211210000003,709.0,1029.5,25.0,93441.0,between 1.5 and 2 years,,0,1,bad
1134,2298,13/05/2017,54.3443194,0.43223282399999996,20043.00861,-5.649144207999999,0.0,0.0,662.0,959.0,13.0,291526.0,between 14 and 17 years,,0,1,good
1136,6685,6/11/17,6545.509677,0.431521581,7540.897264,1942.691715,0.0,0.0,642.0,929.0,9.0,3467.0,between 3 and 5 years,31.0,0,0,good
1138,3098,5/8/17,12154.58252,0.430906634,4798.846547,10744.864759999999,0.0,0.0,619.0,894.5,9.0,86790.0,between 3 and 5 years,25.0,0,0,good
1139,4004,22/03/2017,21345.95213,0.430696704,24961.180669999998,22369.81875,319.3467913,156.9292151,618.0,893.0,39.0,161243.0,,,0,0,bad
1140,24503,20/09/2017,12797.70248,0.430615569,8721.74812,8373.001169,0.0,0.0,662.0,959.0,20.0,573996.0,between 0.5 and 1 years,23.0,0,0,good
1141,36936,8/5/17,11973.04463,0.43028490700000005,6155.33019,13889.45389,0.0,0.0,524.0,752.0,8.0,115962.0,between 14 and 17 years,29.0,0,0,good
1142,27379,2/11/17,5705.030243,0.430205777,17975.54231,1612.335527,0.0,0.0,,-34.0,,,between 5 and 6 years,,0,0,good
1143,12996,18/01/2017,3618.695597,0.430084586,4140.332661,6195.303389,0.0,0.0,,-34.0,,,,,0,0,good
1144,39636,5/2/17,8044.493125,0.42968498299999996,6021.211359000001,9030.091663,0.0,0.0,664.0,962.0,0.0,19491.0,between 2 and 2.5 years,22.0,0,0,good
1145,16101,12/4/16,726.9867897,0.429432419,-5534.649774,25360.251,1896.9963309999998,212.9709913,649.0,939.5,66.0,479619.0,less than 0.5 year,,0,0,bad
1147,5784,6/10/17,120.844955,0.429314719,20003.97842,-8.286065091000001,0.0,0.0,716.0,1040.0,3.0,658028.0,,,0,0,good
1149,18781,13/11/2016,2637.1120579999997,0.42828284299999997,1980.3039350000001,7937.526472,5083.603242,356.7892829,619.0,894.5,18.0,31782.0,between 1 and 1.5 years,,0,0,bad
1151,2345,15/05/2017,3864.4931590000006,0.428159533,6901.884270999999,12992.79546,0.0,0.0,667.0,966.5,7.0,56837.0,between 14 and 17 years,26.0,0,0,bad
1153,8505,18/06/2017,7543.870413,0.427299263,565.9529466,8548.860719,0.0,0.0,679.0,984.5,9.0,15012.0,less than 0.5 year,24.0,0,0,good
1155,7068,19/02/2017,1397.701192,0.42713957,7364.078090999999,2599.872779,1463.1576220000002,344.30882080000003,617.0,891.5,12.0,29765.0,between 3 and 5 years,,0,0,bad
1156,2645,5/6/17,7828.776653,0.427050304,2270.735051,12606.12797,3334.385451,822.0364171,644.0,932.0,25.0,39804.0,between 2 and 2.5 years,0.0,0,0,bad
1158,20398,10/12/16,8391.184981999999,0.42704518399999997,12447.96807,7492.848339,0.0,0.0,,-34.0,,,between 10 and 12 years,,0,0,good
1161,10269,24/01/2017,-20.39672421,0.42678802600000004,4991.774538000001,-19.88658375,0.0,0.0,716.0,1040.0,9.0,538628.0,between 20 and 25 years,,0,0,good
1163,5147,20/06/2017,4757.5776479999995,0.426595744,34221.962139999996,783.525065,0.0,0.0,703.0,1020.5,17.0,204638.0,between 10 and 12 years,24.0,0,0,good
1164,1859,4/4/17,10567.86874,0.42652527,18265.18328,1698.282828,0.0,0.0,666.0,965.0,25.0,262409.0,between 3 and 5 years,21.0,0,0,good
1166,12929,17/07/2017,22882.71615,0.42588598,540.8169088999999,18318.95779,248.9439258,242.58779559999996,645.0,933.5,14.0,190579.0,between 2 and 2.5 years,10.0,0,0,good
1167,15,26/04/2017,13758.95904,0.42509961399999996,20882.65666,4121.327762,0.0,0.0,685.0,993.5,4.0,182890.0,between 0.5 and 1 years,26.0,0,0,good
1168,28498,14/10/2017,3163.141327,0.42481715600000003,1310.672685,4747.912695,1361.4173640000001,335.94431410000004,594.0,857.0,6.0,252255.0,between 5 and 6 years,0.0,0,0,bad
1169,11128,7/9/17,8823.444539,0.42465327,11541.980590000001,518.6477697,0.0,0.0,698.0,1013.0,4.0,834898.0,between 2 and 2.5 years,25.0,0,0,good
1170,6359,21/05/2017,6389.315672,0.42462848700000005,-4732.937074,12774.70085,392.01205919999995,316.90008589999997,644.0,932.0,32.0,35708.0,between 1.5 and 2 years,0.0,0,0,bad
1172,5219,28/05/2017,1183.1164,0.424519979,2315.844369,3626.471699,1231.663507,256.63507450000003,668.0,968.0,4.0,362013.0,less than 0.5 year,0.0,0,0,bad
1174,12594,17/07/2017,16814.72036,0.42408839,27708.78014,7468.640444,2812.013653,1039.588616,738.0,1073.0,4.0,316282.0,between 14 and 17 years,8.0,0,0,bad
1182,27540,24/12/2016,11947.9407,0.42215163899999997,15306.101630000001,5296.071332,0.0,0.0,,-34.0,,,between 6 and 8 years,,0,0,good
1183,13982,30/07/2017,1941.560437,0.422044045,13304.54938,6768.844997,482.9803211,484.3688234,674.0,977.0,6.0,149395.0,less than 0.5 year,0.0,0,1,bad
1187,9363,27/06/2017,6488.481396,0.42067571,4582.67144,5527.805175,0.0,0.0,673.0,975.5,3.0,7272.0,,16.0,0,0,good
1190,1181,16/05/2017,30.282825800000005,0.420268364,-2559.2088989999997,17646.72681,4814.044246,858.5182822,693.0,1005.5,8.0,276501.0,more than 35 years,,0,0,bad
1192,1096,27/08/2017,7033.185553,0.419840229,612.9770398,9719.590418000002,645.9835072000001,231.25053390000002,586.0,845.0,93.0,9808.0,between 5 and 6 years,0.0,0,0,bad
1195,5333,19/03/2017,5552.360549,0.41944392799999997,1256.146635,8720.068617,0.0,0.0,690.0,1001.0,2.0,31584.0,between 12 and 14 years,,0,0,good
1198,18765,11/6/16,43839.30245,0.418990356,40489.82205,32381.086769999998,0.0,0.0,,-34.0,32.0,,between 2 and 2.5 years,,0,1,bad
1200,17271,13/08/2017,3447.387398,0.41873911399999997,5702.461957,253.54108050000002,267.68583259999997,263.81051940000003,705.0,1023.5,8.0,266213.0,,23.0,0,0,bad
1202,3129,15/05/2017,12078.27471,0.417934982,15304.497430000001,3850.495118,0.0,0.0,641.0,927.5,3.0,395048.0,between 2 and 2.5 years,26.0,0,0,good
1205,12160,1/7/17,5995.0185280000005,0.417593889,7675.937454999999,2683.341712,0.0,0.0,669.0,969.5,4.0,294962.0,,,0,0,good
1206,7961,2/12/17,2403.683519,0.417488074,6115.282182,9094.187351999999,866.7383597999999,343.71803,633.0,915.5,15.0,619861.0,,,0,0,bad
1207,1137,29/04/2017,3405.6824460000003,0.417396121,426.80116060000006,7451.503557999999,567.6973742,226.2671626,665.0,963.5,11.0,173073.0,between 5 and 6 years,0.0,0,0,bad
1213,28346,17/10/2016,1986.899084,0.41542970700000004,2859.556794,1935.122327,0.0,0.0,,-34.0,,,between 1 and 1.5 years,,0,0,good
1216,19950,18/10/2016,18144.734519999998,0.415043311,-67.57843682,19599.05468,0.0,0.0,,-34.0,,,between 14 and 17 years,,0,0,good
1217,18146,20/08/2017,18618.66009,0.41462330399999997,361.6910112,19936.82462,0.0,0.0,676.0,980.0,31.0,147812.0,between 20 and 25 years,25.0,0,0,good
1220,14468,30/07/2017,42104.65307,0.414199069,35007.64171,160.49862969999998,654.1486792000001,657.6023058999999,652.0,944.0,11.0,97914.0,less than 0.5 year,0.0,0,0,good
1221,20549,9/10/17,59.01566021,0.41414867200000005,10050.50918,53.42844067,0.0,0.0,684.0,992.0,15.0,470571.0,between 6 and 8 years,0.0,0,1,good
1222,4560,25/03/2017,200.54542819999998,0.41407412200000004,20040.01156,81.87283505,0.0,0.0,726.0,1055.0,38.0,39911.0,between 8 and 10 years,,0,0,good
1223,2862,9/11/17,15395.005159999999,0.414070299,648.2423031000001,19437.02856,0.0,0.0,699.0,1014.5,0.0,0.0,more than 35 years,27.0,0,0,good
1227,25404,23/10/2017,63.54189801,0.41109708100000003,6004.589871,,0.0,0.0,714.0,1037.0,2.0,45160.0,between 3 and 5 years,0.0,0,0,good
1228,21908,26/09/2016,-32.51281279,0.41051146299999997,20029.3627,49.94543003,0.0,0.0,673.0,975.5,5.0,333705.0,between 0.5 and 1 years,,0,0,good
1232,19783,23/10/2016,5625.467549,0.409902417,14608.74898,478.9816563999999,0.0,0.0,649.0,939.5,11.0,436031.0,between 6 and 8 years,,0,0,good
1235,15767,8/9/17,17534.7167,0.40958940899999996,284.1731003,14554.194440000001,0.0,0.0,587.0,846.5,58.0,215543.0,between 8 and 10 years,-2.0,0,0,bad
1236,1019,29/04/2017,15252.35488,0.40935487299999995,-25.72013325,33735.37742,0.0,0.0,691.0,1002.5,3.0,15717.0,more than 35 years,26.0,0,0,bad
1238,17095,8/8/17,32192.59705,0.408834205,-46.72761868,40173.142889999996,0.0,0.0,734.0,1067.0,0.0,71166.0,,24.0,0,0,good
1240,9891,25/01/2017,4837.580686,0.408611034,8893.19107,5894.345531,852.8008319,223.63713540000003,668.0,968.0,2.0,38925.0,between 17 and 20 years,,0,0,bad
1242,12372,1/9/17,3465.1542689999997,0.40850356200000004,-45.62558058,3998.776101,752.6061,166.53438390000002,645.0,933.5,24.0,64103.0,,,0,0,bad
1243,17456,20/08/2017,10846.193720000001,0.408428764,4855.128882,15916.222819999999,0.0,0.0,594.0,857.0,10.0,12755.0,,25.0,0,0,good
1245,15617,8/7/17,50.02222746,0.408228627,2476.4898550000003,12920.52787,1189.8924550000002,445.75523269999997,633.0,915.5,2.0,64045.0,between 17 and 20 years,0.0,0,0,bad
1248,7708,15/05/2017,225.98903149999998,0.40736717899999997,9931.324446999999,12.63885485,0.0,0.0,723.0,1050.5,8.0,378286.0,less than 0.5 year,23.0,0,0,good
1249,10170,7/4/17,13294.8077,0.407175356,3336.213061,16698.13143,2098.379633,875.3387696000001,644.0,932.0,27.0,765888.0,between 10 and 12 years,11.0,0,0,good
1250,26860,23/10/2017,16189.76733,0.40699525200000003,20040.64803,5.808221108,0.0,0.0,634.0,917.0,12.0,614311.0,between 8 and 10 years,20.0,0,0,good
1251,18787,22/08/2017,9747.284473,0.40690387899999997,5361.456746,9181.759171,0.0,0.0,662.0,959.0,51.0,453524.0,,22.0,0,0,good
1253,12180,1/9/17,47592.76092,0.406756955,39925.39684,71.21077715,220.06273819999998,214.27216690000003,676.0,980.0,14.0,39002.0,between 2 and 2.5 years,,0,1,good
1254,21071,9/12/17,2977.9186870000003,0.40630041299999997,699.3307044,5299.1412869999995,462.0980478999999,263.09780290000003,594.0,857.0,9.0,189805.0,between 0.5 and 1 years,0.0,0,0,bad
1255,10015,29/01/2017,6973.962570999999,0.406247807,12192.65575,2986.463765,0.0,0.0,681.0,987.5,3.0,37781.0,,,0,0,good
